AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code ,Council District,Total Units,Total Affordable Units,Total PSH Units ,Unit Type,Tenure,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Fee in Lieu Status,Calculated Fee In Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,RHDA ,OHDA,PA Bond ,CLT,DDB,ERC,MDA,MUD,MUDB,NBG,PUDDA,PUDDB,RNY,SMART,SMART-GF,TOD,UNO,VMU,VOL,2006 GO Bond ,2013 GO Bond,CDBG,HOME,HTF,CIP,UNO TF ,Total City Funding ,LIHTC ,Longitude,Latitude,Location
313,3835,Mark Hart Architecture,,Mark Hart Architecture,1212 E 7th Street,"78,702",1,0,0,,Multifamily,Rental,Project Cancelled,,,0,None,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.729398,30.265108,"(30.265108, -97.729398)"
335,4463,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1212 Paul Theresa Saldana Street,"78,702",3,2,2,,Duplex,Rental,Project Completed,2013,2112,99,None,0,0,0,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"162,333.33",0,"76,923.08",0,0,0,0,"239,256.41",N/A,-97.703051,30.269697,"(30.269697, -97.703051)"
68,3385,Skyline Terrace,"Foundation Communities, Inc.","Foundation Communities, Inc.",1212 W Ben White Boulevard,"78,704",5,100,100,0,Multifamily,Rental,Project Completed,2008,2048,40,None,,0,0,100,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"1,516,850.00",0,0,"1,118,309.00","881,691.00",0,0,"3,516,850.00",9%,-97.77817812,30.22823613,"(30.22823613, -97.77817812)"
420,4478,Yellowstone Apartments,1209 East Apartments/Yellow 52 Investments,,1215 E 52nd Street,"78,723",4,16,16,0,Multifamily,Rental,Project Completed,2017,2032,15,None,0,0,0,0,16,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,0,N/A,-97.706658,30.30867,"(30.30867, -97.706658)"
74,3392,Edgecreek Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,12166 Metric Boulevard,"78,758",7,2,2,,Duplex,Rental,Project Completed,2014,2112,99,None,,0,0,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,"110,110.66",0,0,0,0,"110,110.66",N/A,-97.69786173,30.40679119,"(30.40679119, -97.69786173)"
335,4462,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1216 Paul Theresa Saldana Street,"78,702",3,2,2,,Duplex,Rental,Project Completed,2013,2112,99,None,0,0,0,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"162,333.33",0,"76,923.08",0,0,0,0,"239,256.41",N/A,-97.70301,30.269795,"(30.269795, -97.70301)"
422,4487,Waterloo Terrace,"Foundation Communities, Inc","Foundation Communities, Inc.",12190 N Mopac Expressway,"78,758",7,132,132,27,Multifamily,Rental,Site Plan Under Review,,,40,None,0,27,27,78,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0,"3,200,000.00",0,0,0,0,0,"3,200,000.00",9%,-97.708737,30.413996,"(30.413996, -97.708737)"
226,3607,Gibson Flats,Ardent Residential,Ardent Residential,1219 S Lamar Boulevard,"78,704",5,95,10,,Multifamily,Rental,Project Completed,2014,2054,40,None,,0,0,0,10,0,0,85,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.76226679,30.25408947,"(30.25408947, -97.76226679)"
335,4461,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1220 Paul Theresa Saldana Street,"78,702",3,2,2,0,Duplex,Rental,Project Completed,2013,2112,99,None,0,0,0,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"162,333.33",0,"76,923.08",0,0,0,0,"239,256.41",N/A,-97.702958,30.269889,"(30.269889, -97.702958)"
156,3538,Harris Branch Senior Apartments,"LDG Multifamily, LLC",LDG Multifamily LLC,12433 Dessau Road,"78,754",1,216,216,,Multifamily,Rental,Project Completed,2017,2022,5,None,,0,0,0,216,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,4%,-97.64488191,30.38880659,"(30.38880659, -97.64488191)"
652,5563,1311 South Lamar,"Seamless 290 West DE, Ltd and Seamless GCW, Ltd","Seamless 290 West DE, Ltd and Seamless GCW, Ltd","1303, 1311 and 1401 South Lamar Blvd","78,704",5,309,31,0,Multifamily,Rental,Site Plan Under Review,,,0,None,0,0,0,0,31,0,0,278,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.762367,30.253829,"(30.253829, -97.762367)"
291,3771,Kasita Homeless Veteran Housing,"Kasita GL, LLC","Kasita GL, LLC",1304 E 4th Street,"78,702",3,21,21,,Multifamily,Rental,Certified/Loan Executed,,,5,None,,0,0,21,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.729743,30.262337,"(30.262337, -97.729743)"
5,3228,Cornerstone,Mary Lee Community,Mary Lee Foundation,1322 Lamar Square Drive,"78,704",5,30,30,0,Multifamily,Rental,Project Completed,2002,2022,20,None,,0,0,30,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,"1,009,502.00",0,0,0,"1,009,502.00",N/A,-97.76422389,30.25530621,"(30.25530621, -97.76422389)"
6,3229,The Willows,Mary Lee Community,Mary Lee Foundation,1330 Lamar Square Drive,"78,704",5,64,64,0,Multifamily,Rental,Project Completed,2010,2050,40,None,,32,0,28,0,0,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"2,250,000.00",0,0,0,0,0,0,"2,250,000.00",N/A,-97.76503931,30.2544562,"(30.2544562, -97.76503931)"
317,3840,South Shore Disctrict Apartments (South Shore PUD),Grayco Town Lake Investment 2007 L.P.,Grayco Partners,1333 Shore District Drive,"78,741",4,500,13,,Multifamily,Rental,Project Completed,2014,2054,40,Due,"2,038,666.00",0,0,0,13,0,0,487,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.727183,30.243505,"(30.243505, -97.727183)"
41,3298,Legacy Apartments,Mary Lee Community,Mary Lee Foundation,1340 Lamar Square Drive,"78,704",5,40,40,0,Multifamily,Rental,Project Completed,2013,2112,99,None,,0,0,36,0,0,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,"675,000.00",0,0,0,"675,000.00",N/A,-97.76420276,30.25473096,"(30.25473096, -97.76420276)"
136,3520,Merritt Lake Line Station,"DDC Merritt Lake Line Station, Ltd.",DDC Merritt Lake Line Station,1350 Sonny Drive,"78,641",7,210,106,,Multifamily,Rental,Certified/Loan Executed,,,5,None,,0,0,0,106,0,0,104,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.8512182,30.47806322,"(30.47806322, -97.8512182)"
72,3389,Lakeline Station,"Foundation Communities, Inc.","Foundation Communities, Inc.",13635 Rutledge Spur,"78,717",6,128,128,13,Multifamily,Rental,Project Completed,2014,2054,40,None,,13,0,64,51,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0,"2,975,000.00",0,"294,820.00",0,0,0,"3,269,820.00",9%,-97.78034499,30.47625308,"(30.47625308, -97.78034499)"
648,5558,Lakeline Station Phase II,"Foundation Communities, Inc.","Foundation Communities, Inc.",13653 Rutledge Spur,"78,717",6,140,140,0,Multifamily,Rental,Certified/Loan Executed,,,0,None,0,14,0,42,84,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.78152,30.477898,"(30.477898, -97.78152)"
46,3303,Marshall Apartments,Eureka Holdings,"Marshall Affordable Partners, Ltd.",1401 E 12th Street,"78,702",1,100,100,0,Multifamily,Rental,Project Completed,2011,2110,99,None,,0,0,100,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"2,500,000.00",0,0,0,0,0,0,"2,500,000.00",N/A,-97.72483049,30.27270376,"(30.27270376, -97.72483049)"
240,3621,The Seville on 4th Street,JCI Residential,JCI Residential,1401 E 4th Street,"78,702",3,27,3,,Multifamily,Rental,Project Completed,2014,2054,40,None,,0,0,0,3,0,0,24,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.72924445,30.26161922,"(30.26161922, -97.72924445)"
359,3930,ACDDC - Alley Flat,Lorri Haden,Austin Community Design and Development Center,1406 Ruth Avenue,"78,757",7,1,1,,Single Family,Rental,Project Completed,2017,2022,5,None,,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.728433,30.338875,"(30.338875, -97.728433)"
229,3610,Post South Lamar 2,"Post S Lamar II, LLC","Post S Lamar II, LLC",1414 S Lamar Boulevard,"78,704",5,350,35,,Multifamily,Rental,Project Completed,2018,2058,40,None,,0,0,0,35,0,0,315,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.76384153,30.25292514,"(30.25292514, -97.76384153)"
319,3844,Heights on Parmer Phase Two,"Pedcor Investments-2016-CLVIII, LP","Pedcor Investments-2016-CLVIII, LP",1500 E Parmer Lane,"78,753",7,80,80,,Multifamily,Rental,Building Permit Issued,,,5,None,,0,0,0,80,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,4%,-97.650793,30.390823,"(30.390823, -97.650793)"
125,3510,Heights on Parmer,"Pedcor Investments 2012-CXXX, LP","Pedcor Investments 2012-CXXX, LP",1500 Parmer Lane,"78,727",7,252,252,,Multifamily,Rental,Project Completed,2016,2021,5,None,,0,0,0,252,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,4%,-97.65173237,30.39047199,"(30.39047199, -97.65173237)"
221,3602,Post South Lamar,"Post Properties, Inc.",Post Properties,1500 S Lamar Boulevard,"78,704",5,298,30,,Multifamily,Rental,Project Completed,2013,2053,40,None,,0,0,0,0,0,30,268,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.76452548,30.25255817,"(30.25255817, -97.76452548)"
350,3897,Harris Ridge Apartments,"The NRP Group, LLC","The NRP Group, LLC",1501 E Howard Lane,"78,754",7,324,324,,Multifamily,Rental,Project Completed,2019,2024,5,None,,0,0,6,318,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,4%,-97.643651,30.406351,"(30.406351, -97.643651)"
43,3300,Benjamin Todd Apartments,NMF VII,Austin Travis County Integral Care,1507 W 39th 1/2 Street,"78,756",10,21,21,0,Multifamily,Rental,Affordability Period Expired,2006,2016,10,None,,0,0,21,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,"250,000.00",0,0,0,0,"250,000.00",N/A,-97.74706308,30.30929943,"(30.30929943, -97.74706308)"
376,3968,Wheless Manor Apartments,"DeLoach Property Interests, Inc","DeLoach Property Interests, Inc",1512 Wheless Lane,"78,723",1,32,16,,Multifamily,Rental,Project Cancelled,,,0,None,0,0,0,16,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.692018,30.320078,"(30.320078, -97.692018)"
329,3867,SafePlace 14 Unit Expansion,Safeplace,SafePlace,1515 Grove Blvd,"78,741",3,14,14,0,Multifamily,Rental,Project Completed,2001,2021,20,None,,0,0,14,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,"500,000.00",0,0,"500,000.00",N/A,-97.705841,30.231371,"(30.231371, -97.705841)"
645,5534,Fairfield at South Lamar,FF Realty IV LLC,FF Realty IV LLC,1515 South Lamar Blvd,"78,704",5,328,33,0,Multifamily,Rental,Site Plan Under Review,,,0,None,0,0,0,0,33,0,0,295,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.76444,30.25154,"(30.25154, -97.76444)"
414,4439,4 East,CC Third and Comal LP,CC Third and Comal LP,1600 E 4th Street,"78,702",3,0,0,,Multifamily,Rental,Building Plan Under Review,,,0,Pending,"352,000.00",0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.72708,30.261435,"(30.261435, -97.72708)"
619,5454,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1600 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.725015,30.265715,"(30.265715, -97.725015)"
101,3487,Riverside Meadows Apartments,"Riverside Meadows, Ltd.",Unknown,1601 Montopolis Drive,"78,741",3,240,240,,Multifamily,Rental,Project Completed,2001,2021,20,None,,0,0,0,240,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,4%,-97.70116657,30.2277183,"(30.2277183, -97.70116657)"
619,5453,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1602 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724932,30.265855,"(30.265855, -97.724932)"
619,5444,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1603 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724708,30.266283,"(30.266283, -97.724708)"
619,5449,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1604 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724337,30.266652,"(30.266652, -97.724337)"
619,5445,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1605 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724673,30.266166,"(30.266166, -97.724673)"
619,5455,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1605 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724973,30.26536,"(30.26536, -97.724973)"
619,5446,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1607 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724503,30.266121,"(30.266121, -97.724503)"
619,5450,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1607 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724505,30.266118,"(30.266118, -97.724505)"
619,5456,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1607 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724877,30.265309,"(30.265309, -97.724877)"
411,4435,Tricia & David Ciccocioppo (Homeowners) -Alley Flat,Tricia & David Ciccocioppo,Austin Community Design and Development Center,1608 Cedar Avenue,"78,702",1,1,1,,ADU,Rental,Project Completed,2019,2024,5,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.714054,30.278448,"(30.278448, -97.714054)"
619,5448,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1608 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724124,30.266574,"(30.266574, -97.724124)"
619,5451,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1608 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724707,30.265298,"(30.265298, -97.724707)"
619,5442,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1609 E 11th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.72386,30.267028,"(30.267028, -97.72386)"
619,5457,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1609 E 9th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.724708,30.265297,"(30.265297, -97.724708)"
619,5447,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1610 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723987,30.266482,"(30.266482, -97.723987)"
619,5443,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1611 E 11th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.7237,30.266957,"(30.266957, -97.7237)"
356,3918,Candela,Transwestern,Transwestern,1614 E 6th Street,"78,702",3,115,20,,Multifamily,Rental,Project Completed,,,40,None,,0,0,0,20,0,0,95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.725487,30.26298,"(30.26298, -97.725487)"
128,3513,Rental - SF,Virginia Webb,"Virginia Webb, Owner",1616 Canterbury Street,"78,702",3,1,1,,Single Family,Rental,Affordability Period Expired,2013,2018,5,None,,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.72795259,30.25637842,"(30.25637842, -97.72795259)"
619,5462,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1617 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Affordability Period Expired,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723837,30.265945,"(30.265945, -97.723837)"
619,5463,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1619 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.72366,30.265931,"(30.265931, -97.72366)"
371,3958,AMLI - South Shore Phase I,"1620 East Riverside Drive, LLC",Amli Residential,1620 E Riverside Drive,"78,741",9,375,19,,Multifamily,Rental,Project Completed,2010,2050,40,None,0,0,0,0,0,0,19,356,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.730066,30.245117,"(30.245117, -97.730066)"
371,4046,AMLI South Shore Phase II,"1620 East Riverside Drive, LLC",Amli Residential,1620 E Riverside Drive,"78,741",9,75,4,,Multifamily,Rental,Building Permit Issued,,,40,None,0,0,0,0,0,0,4,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.730198,30.245229,"(30.245229, -97.730198)"
619,5458,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1621 E 11th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723149,30.266767,"(30.266767, -97.723149)"
243,3624,Eastside Village,Transwestern Development Company,Transwestern,1621 E 6th Street,"78,702",3,346,66,,Multifamily,Rental,Project Completed,2017,2057,40,None,,0,0,0,66,0,0,280,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.72548725,30.26251461,"(30.26251461, -97.72548725)"
351,3899,Waters at Ft Dessau,Atlantic Housing Foundation,Atlantic Housing Foundation,1621 Fish Lane,"78,754",7,240,192,,Multifamily,Rental,Project Cancelled,,,5,None,,0,8,0,184,0,0,48,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.639051,30.40531,"(30.40531, -97.639051)"
619,5467,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1622 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723201,30.266259,"(30.266259, -97.723201)"
619,5461,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1623 E 11th Steet,"78,723",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723054,30.266717,"(30.266717, -97.723054)"
619,5466,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1624 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723095,30.266176,"(30.266176, -97.723095)"
619,5464,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1625 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723292,30.2657,"(30.2657, -97.723292)"
619,5459,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1625 E 11th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.722927,30.266657,"(30.266657, -97.722927)"
619,5468,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1626 E 10th Street,"78,702",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.723066,30.266016,"(30.266016, -97.723066)"
619,5460,Heritage Heights,"Austin Inner-City Redevelopment Phase I, Ltd.",Unknown,1627 E 11th Street,"78,723",1,1,1,0,Single Family,Rental,Project Completed,1993,2023,30,None,0,0,0,0,1,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,9%,-97.722927,30.266657,"(30.266657, -97.722927)"
302,3818,Indie Apartments,Transwestern,Transwestern,1630 E 6th Street,"78,702",3,139,15,,Multifamily,Rental,Project Completed,2018,2058,40,None,,0,0,0,15,0,0,124,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,0,N/A,-97.724864,30.262479,"(30.262479, -97.724864)"
412,4436,Pathways at Chalmers Court - South,Housing Authority of the City of Austin,Housing Authority of the City of Austin,1638 E 2nd Street,"78,702",3,87,87,,Multifamily,Rental,Building Permit Issued,,,5,None,0,0,0,0,87,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,4%,-97.726547,30.259144,"(30.259144, -97.726547)"
